lon,lat,alt,cum_dist_m,zone
-121.75702564316111,36.582579958934424,0.0,509.7632260888042,s2
-121.75700877509874,36.58259177633953,0.0,511.76289202225513,s2
-121.75699277388625,36.58260439924236,0.0,513.7661087784439,s2
-121.75697780787281,36.582617721687,0.0,515.7610064934784,s2
-121.7569638011069,36.58263185371295,0.0,517.768672079137,s2
-121.75695102637688,36.582646535433,0.0,519.7590198232994,s2
-121.75693931047478,36.58266199150541,0.0,521.7692856641642,s2
-121.75692892334864,36.58267785188066,0.0,523.7597241085981,s2
-121.75691968792097,36.58269432081679,0.0,525.7654938583568,s2
-121.75691168080606,36.58271107390052,0.0,527.7579104172761,s2
-121.75690475108253,36.58272819507325,0.0,529.7565029859448,s2
-121.75689888518336,36.58274551627332,0.0,531.7490348144338,s2
-121.75689401932527,36.58276309888706,0.0,533.7481805190325,s2
-121.75689018405618,36.58278075156162,0.0,535.7369388044877,s2
-121.75688728552934,36.582798715875555,0.0,537.7472426807257,s2
-121.75688533482713,36.58281650589597,0.0,539.7291026045764,s2
-121.75688423219485,36.582834625629445,0.0,541.742266548677,s2
-121.75688397579104,36.58285251354773,0.0,543.7274186285708,s2
-121.75688452958914,36.58287064198555,0.0,545.7397389402707,s2
-121.75688585717417,36.58288854334386,0.0,547.7297997584723,s2
-121.75688795420344,36.58290657627953,0.0,549.7396930687541,s2
-121.75689075543622,36.582924402261966,0.0,551.7336621650801,s2
-121.75689425757635,36.58294225629729,0.0,553.7395596735546,s2
-121.75689838652832,36.582959945746786,0.0,555.7370325450727,s2
-121.75690311242762,36.58297757227231,0.0,557.7382495756414,s2
-121.75690837102992,36.58299509383458,0.0,559.7387593190449,s2
-121.75691408696507,36.583012496008145,0.0,561.7364815442505,s2
-121.75692021006563,36.583029851602944,0.0,563.7388717227831,s2
-121.7569266272598,36.58304708095518,0.0,565.7352033118813,s2
-121.75693329675832,36.583064308543776,0.0,567.7379606773194,s2
-121.75694009567852,36.583081438805195,0.0,569.7339115070856,s2
-121.7569469911131,36.583098606122846,0.0,571.736424018208,s2
-121.75695386301295,36.58311571764927,0.0,573.7323975825476,s2
-121.75696068370223,36.58313290013252,0.0,575.7344614311133,s2
-121.756967367919,36.58315006159105,0.0,577.7306092201206,s2
-121.75697392345506,36.5831673060234,0.0,579.7321373835163,s2
-121.75698031169563,36.5831845432854,0.0,581.7285657886481,s2
-121.7569865705178,36.583201853527555,0.0,583.7294817387733,s2
-121.75699268128778,36.58321916036433,0.0,585.7263655397818,s3
-121.75699867459514,36.58323652530247,0.0,587.726606564328,s3
-121.75700453526103,36.583253894617506,0.0,589.7241657752751,s3
-121.75701027756797,36.583271308229286,0.0,591.7237199309001,s3
-121.757015888696,36.58328873870608,0.0,593.7221004210329,s3
-121.7570213678663,36.58330620126377,0.0,595.7209970701089,s3
-121.75702670584143,36.58332369517606,0.0,597.720209880491,s3
-121.75703188961378,36.583341210934144,0.0,599.7185278955806,s3
-121.75703691390493,36.583358771370364,0.0,601.7184113588854,s3
-121.7570417577804,36.583376346428906,0.0,603.7163104578865,s3
-121.75704641908155,36.58339397480951,0.0,605.7165146355751,s3
-121.75705087449047,36.5834116153966,0.0,607.7142844223816,s3
-121.75705512366761,36.583429312607656,0.0,609.7146210248878,s3
-121.7570591451432,36.58344702084661,0.0,611.7123875455947,s3
-121.75706294086494,36.583464785217636,0.0,613.7127515413068,s3
-121.75706649415879,36.58348255904866,0.0,615.7105820112942,s3
-121.7570698102129,36.58350038549196,0.0,617.7109166698301,s3
-121.757072878748,36.583518218949614,0.0,619.7088560425597,s3
-121.75707570786074,36.583536099298215,0.0,621.7091246633627,s3
-121.75707829340297,36.58355398397937,0.0,623.7072286694298,s3
-121.75708064559991,36.58357190817021,0.0,625.7073820521545,s3
-121.7570827657451,36.58358983479217,0.0,627.7057250338759,s3
-121.75708466545716,36.58360779209166,0.0,629.7056834132097,s3
-121.75708635071149,36.58362575157352,0.0,631.7043432217854,s3
-121.75708783392224,36.583643731750875,0.0,633.7040114444745,s3
-121.75708912483947,36.58366171588849,0.0,635.7030498111429,s3
-121.75709023631079,36.58367971012495,0.0,637.7023436593424,s3
-121.75709118083846,36.58369771187121,0.0,639.7017824998052,s3
-121.75709197154829,36.58371571338009,0.0,641.7006603576122,s3
-121.75709262261206,36.58373372682149,0.0,643.7004583997222,s3
-121.75709314734323,36.583751731160845,0.0,645.698949194951,s3
-121.75709356050584,36.5837697513499,0.0,647.6989888422864,s3
-121.75709387537309,36.58378775636849,0.0,649.6972019054108,s3
-121.75709410628345,36.58380577917774,0.0,651.6972972647602,s3
-121.75709426592347,36.583823784596916,0.0,653.6954071730855,s3
-121.75709436724381,36.58384180670366,0.0,655.6953383830183,s3
-121.75709442143379,36.58385981342527,0.0,657.6935476411427,s3
-121.75709443908526,36.583877832448515,0.0,659.6931167555697,s3
-121.75709442871256,36.58389584177006,0.0,661.6916088702319,s3
-121.75709439755758,36.583913856448945,0.0,663.69069722367,s3
-121.75709435025962,36.583931869430074,0.0,665.689599720533,s3
-121.75709428975298,36.58394987968884,0.0,667.6882029777463,s3
-121.75709421576727,36.58396789684137,0.0,669.6875748691184,s3
-121.757094126233,36.583985903792936,0.0,671.6858198672062,s3
-121.75709401554431,36.584003924758235,0.0,673.6856284450619,s3
-121.75709387685367,36.584021930196855,0.0,675.6837280502958,s3
-121.7570937003595,36.58403995345391,0.0,677.6838287896688,s3
-121.75709347587097,36.584057958961225,0.0,679.6819984802032,s3
-121.75709319080192,36.58407598203114,0.0,681.6821788027537,s3
-121.75709283299044,36.58409398838411,0.0,683.68059791861,s3
-121.75709238825134,36.584112008013044,0.0,685.6806297732661,s3
-121.75709184336571,36.58413001474239,0.0,687.6794290253857,s3
-121.75709118359958,36.5841480268871,0.0,689.6791062092929,s3
-121.75709039513181,36.58416603175096,0.0,691.678349180153,s3
-121.75708946374459,36.58418403169595,0.0,693.6775390774259,s3
-121.7570883751967,36.584202030134726,0.0,695.6771978273667,s3
-121.75708711695746,36.58422001262111,0.0,697.6758865056178,s3
-121.7570856746471,36.58423799742943,0.0,699.6758280477977,s3
-121.75708403862896,36.584255956679215,0.0,701.674134615885,s3
-121.75708219522839,36.58427391821859,0.0,703.6741398933066,s3
-121.75708013874747,36.58429184786983,0.0,705.6722847493106,s3
-121.75707785795299,36.58430977506164,0.0,707.6721070150882,s3
-121.75707535174853,36.58432766830172,0.0,709.670344995534,s3
-121.75707261389785,36.58434555039985,0.0,711.6697888430219,s3
-121.75706964813722,36.584363400696354,0.0,713.6683366933132,s3
-121.75706645603876,36.58438122956068,0.0,715.667321373258,s3
-121.75706304615144,36.58439903214642,0.0,717.6663024053502,s3
-121.7570594271942,36.58441680404242,0.0,719.6648644635694,s3
-121.7570556029828,36.584434555721764,0.0,721.6642749809726,s3
-121.75705157413385,36.58445226673112,0.0,723.662462353384,s3
-121.75704731029099,36.584469956770526,0.0,725.6622670287561,s3
-121.75704279116745,36.58448758779998,0.0,727.6601432660236,s3
-121.75703797737278,36.58450518977812,0.0,729.6603760304718,s3
-121.75703285296348,36.58452271177046,0.0,731.6581394602248,s3
-121.75702738078826,36.58454019103853,0.0,733.6586789858407,s3
-121.75702155382379,36.58455757131748,0.0,735.6566209582691,s3
-121.75701533770217,36.584574887831344,0.0,737.6571366848071,s3
-121.75700872830087,36.584592089866305,0.0,739.6555859039004,s3
-121.7570016962411,36.58460919780991,0.0,741.6556416681979,s3
-121.75699423230833,36.58462617911273,0.0,743.6549418581019,s4
-121.75698631751992,36.58464302559414,0.0,745.6540843598949,s4
-121.75697792816548,36.58465973505713,0.0,747.6545646577176,s4
-121.75696906388926,36.58467625851173,0.0,749.6524201158159,s4
-121.75695967641718,36.584692633658285,0.0,751.6543750774746,s4
-121.75694979437309,36.58470876192477,0.0,753.6507056195817,s4
-121.75693933530961,36.584724726176155,0.0,755.6543326215888,s4
-121.75692836786338,36.58474037530983,0.0,757.6490977954329,s4
-121.7569167697005,36.58475583443645,0.0,759.6541637444399,s4
-121.7569046530652,36.58477091007518,0.0,761.6477953848606,s4
-121.75689186233065,36.58478574948234,0.0,763.65329166261,s4
-121.7568785378963,36.584800145663465,0.0,765.6467995626429,s4
-121.75686451620611,36.58481422943342,0.0,767.6510993736331,s4
-121.75684992967943,36.58482781812326,0.0,769.6455737314296,s4
-121.7568346428123,36.58484098567649,0.0,771.6472557506073,s4
-121.75681874038395,36.5848535962099,0.0,773.6431703775497,s4
-121.75680213656328,36.58486564661981,0.0,775.6422146437424,s4
-121.7567848564225,36.58487703166112,0.0,777.6391362628408,s4
-121.75676686347728,36.58488769393784,0.0,779.6373444833595,s4
-121.75674819409251,36.58489754285744,0.0,781.6338462835366,s4
-121.75672885964035,36.584906580476044,0.0,783.6337862308035,s4
-121.75670902745007,36.58491478732398,0.0,785.6286485597949,s4
-121.75668864172914,36.58492224987675,0.0,787.6321837312852,s4
-121.7566679806121,36.58492893356607,0.0,789.624420849716,s4
-121.75664686017926,36.58493494871725,0.0,791.628956817933,s4
-121.75662558582763,36.58494025228508,0.0,793.6217547387071,s4
-121.75660395636469,36.584944931446216,0.0,795.6258772396951,s4
-121.75658223637875,36.58494896103522,0.0,797.6204381816339,s4
-121.75656026126437,36.58495240257133,0.0,799.6237989936905,s4
-121.75653823819997,36.58495525149208,0.0,801.6199065575021,s4
-121.75651604499329,36.584957552444585,0.0,803.6223917321892,s4
-121.75649383536387,36.584959316036304,0.0,805.6196125400119,s4
-121.75647152431003,36.58496057668546,0.0,807.6211931882181,s4
-121.75644921987954,36.584961353794746,0.0,809.6191482763948,s4
-121.75642686659589,36.58496167500579,0.0,811.6199309904187,s4
-121.75640453580561,36.584961562908646,0.0,813.6184218750624,s4
-121.75638219543957,36.58496104010034,0.0,815.6185725963087,s4
-121.75635988752799,36.584960128496846,0.0,817.617538634969,s4
-121.75633760067817,36.58495884745475,0.0,819.6171181156582,s4
-121.75631535087922,36.584957216319005,0.0,821.616532345661,s4
-121.75629314678008,36.584955253347744,0.0,823.6155504895698,s4
-121.75627098040717,36.5849529746679,0.0,825.615339885608,s4
-121.75624887832359,36.584950399739796,0.0,827.6138570111946,s4
-121.75622681289272,36.584947542088656,0.0,829.6138618222883,s4
-121.75620482239698,36.584944424333415,0.0,831.6120405720404,s5
-121.75618286730383,36.58494105957209,0.0,833.6120346305551,s5
-121.75616098744098,36.58493747486445,0.0,835.6101306359852,s5
-121.7561391410097,36.58493368642198,0.0,837.609925192587,s5
-121.75611735910176,36.584929726292266,0.0,839.6081781756508,s5
-121.75609560525066,36.584925617028155,0.0,841.607691090284,s5
-121.75607389597256,36.58492139474311,0.0,843.6062236033044,s5
-121.7560522042955,36.58491708706438,0.0,845.6054695392519,s5
-121.75603053405081,36.58491272563929,0.0,847.6042889903425,s5
-121.75600887206201,36.58490832952972,0.0,849.6033274845191,s5
-121.75598721992698,36.58490390188068,0.0,851.6023682661136,s5
-121.7559655799252,36.58489944218755,0.0,853.6012340685561,s5
-121.75594394761734,36.5848949456499,0.0,855.6004494204609,s5
-121.75592233312487,36.58489041124681,0.0,857.5991747233793,s5
-121.75590072444696,36.584885835490766,0.0,859.59855703357,s5
-121.75587913680036,36.58488122181526,0.0,861.5971928369705,s5
-121.75585755200612,36.584876568297105,0.0,863.5967192990846,s5
-121.7558359887941,36.584871881850034,0.0,865.5953277118543,s5
-121.75581442507217,36.58486716188727,0.0,867.5949512795314,s5
-121.75579288089203,36.584862417650186,0.0,869.5935950835793,s5
